UF;Nome_UF;cod_mun_ibge;nome_mun;GADM_GID_2;pop_IBGE2020
11;Rondônia;1100015;Alta Floresta D'Oeste;BRA.22.1_1; 22.728 
11;Rondônia;1100379;Alto Alegre dos Parecis;BRA.22.2_1; 13.255 
11;Rondônia;1100403;Alto Paraíso;BRA.22.3_1; 21.847 
11;Rondônia;1100346;Alvorada D'Oeste;BRA.22.4_1; 14.106 
11;Rondônia;1100023;Ariquemes;BRA.22.5_1; 109.523 
11;Rondônia;1100452;Buritis;BRA.22.6_1; 40.356 
11;Rondônia;1100031;Cabixi;BRA.12.19_1; 5.188 
11;Rondônia;1100601;Cacaulândia;BRA.22.7_1; 6.269 
11;Rondônia;1100049;Cacoal;BRA.22.8_1; 85.893 
11;Rondônia;1100700;Campo Novo de Rondônia;BRA.22.9_1; 14.266 
11;Rondônia;1100809;Candeias do Jamari;BRA.22.10_1; 27.388 
11;Rondônia;1100908;Castanheiras;BRA.22.11_1; 2.987 
11;Rondônia;1100056;Cerejeiras;BRA.22.12_1; 16.204 
11;Rondônia;1100924;Chupinguaia;BRA.22.13_1; 11.472 
11;Rondônia;1100064;Colorado do Oeste;BRA.22.14_1; 15.544 
11;Rondônia;1100072;Corumbiara;BRA.22.15_1; 7.220 
11;Rondônia;1100080;Costa Marques;BRA.22.16_1; 18.798 
11;Rondônia;1100940;Cujubim;BRA.22.17_1; 26.183 
11;Rondônia;1100098;Espigão D'Oeste;BRA.22.18_1; 32.695 
11;Rondônia;1101005;Governador Jorge Teixeira;BRA.22.19_1; 7.445 
11;Rondônia;1100106;Guajará-Mirim;BRA.22.20_1; 46.556 
11;Rondônia;1101104;Itapuã do Oeste;BRA.22.21_1; 10.641 
11;Rondônia;1100114;Jaru;BRA.22.22_1; 51.620 
11;Rondônia;1100122;Ji-Paraná;BRA.22.23_1; 130.009 
11;Rondônia;1100130;Machadinho D'Oeste;BRA.22.24_1; 40.867 
11;Rondônia;1101203;Ministro Andreazza;BRA.22.25_1; 9.559 
11;Rondônia;1101302;Mirante da Serra;BRA.22.26_1; 10.818 
11;Rondônia;1101401;Monte Negro;BRA.22.27_1; 16.007 
11;Rondônia;1100148;Nova Brasilândia D'Oeste;BRA.22.28_1; 20.489 
11;Rondônia;1100338;Nova Mamoré;BRA.22.29_1; 31.392 
11;Rondônia;1101435;Nova União;BRA.22.30_1; 6.895 
11;Rondônia;1100502;Novo Horizonte do Oeste;BRA.22.31_1; 8.329 
11;Rondônia;1100155;Ouro Preto do Oeste;BRA.22.32_1; 35.737 
11;Rondônia;1101450;Parecis;BRA.22.33_1; 6.198 
11;Rondônia;1100189;Pimenta Bueno;BRA.22.34_1; 36.881 
11;Rondônia;1101468;Pimenteiras do Oeste;BRA.22.35_1; 2.148 
11;Rondônia;1100205;Porto Velho;BRA.22.36_1; 539.354 
11;Rondônia;1100254;Presidente Médici;BRA.22.37_1; 18.571 
11;Rondônia;1101476;Primavera de Rondônia;BRA.22.38_1; 2.776 
11;Rondônia;1100262;Rio Crespo;BRA.22.39_1; 3.804 
11;Rondônia;1100288;Rolim de Moura;BRA.22.40_1; 55.407 
11;Rondônia;1100296;Santa Luzia D'Oeste;BRA.22.41_1; 6.216 
11;Rondônia;1101484;São Felipe D'Oeste;BRA.22.42_1; 5.066 
11;Rondônia;1101492;São Francisco do Guaporé;BRA.22.43_1; 20.681 
11;Rondônia;1100320;São Miguel do Guaporé;BRA.22.44_1; 23.077 
11;Rondônia;1101500;Seringueiras;BRA.22.45_1; 11.851 
11;Rondônia;1101559;Teixeirópolis;BRA.22.46_1; 4.233 
11;Rondônia;1101609;Theobroma;BRA.22.47_1; 10.395 
11;Rondônia;1101708;Urupá;BRA.22.48_1; 11.272 
11;Rondônia;1101757;Vale do Anari;BRA.22.49_1; 11.377 
11;Rondônia;1101807;Vale do Paraíso;BRA.22.50_1; 6.656 
11;Rondônia;1100304;Vilhena;BRA.22.51_1; 102.211 
12;Acre;1200013;Acrelândia;BRA.1.1_1; 15.490 
12;Acre;1200054;Assis Brasil;BRA.1.2_1; 7.534 
12;Acre;1200104;Brasiléia;BRA.1.3_1; 26.702 
12;Acre;1200138;Bujari;BRA.1.4_1; 10.420 
12;Acre;1200179;Capixaba;BRA.1.5_1; 12.008 
12;Acre;1200203;Cruzeiro do Sul;BRA.1.6_1; 89.072 
12;Acre;1200252;Epitaciolândia;BRA.1.7_1; 18.696 
12;Acre;1200302;Feijó;BRA.1.8_1; 34.884 
12;Acre;1200328;Jordão;BRA.1.9_1; 8.473 
12;Acre;1200336;Mâncio Lima;BRA.1.10_1; 19.311 
12;Acre;1200344;Manoel Urbano;BRA.1.11_1; 9.581 
12;Acre;1200351;Marechal Thaumaturgo;BRA.1.12_1; 19.299 
12;Acre;1200385;Plácido de Castro;BRA.1.13_1; 19.955 
12;Acre;1200807;Porto Acre;BRA.1.14_1; 18.824 
12;Acre;1200393;Porto Walter;BRA.1.15_1; 12.241 
12;Acre;1200401;Rio Branco;BRA.1.16_1; 413.418 
12;Acre;1200427;Rodrigues Alves;BRA.1.17_1; 19.351 
12;Acre;1200435;Santa Rosa do Purus;BRA.1.18_1; 6.717 
12;Acre;1200500;Sena Madureira;BRA.1.19_1; 46.511 
12;Acre;1200450;Senador Guiomard;BRA.1.20_1; 23.236 
12;Acre;1200609;Tarauacá;BRA.1.21_1; 43.151 
12;Acre;1200708;Xapuri;BRA.1.22_1; 19.596 
13;Amazonas;1300029;Alvarães;BRA.4.1_1; 16.220 
13;Amazonas;1300060;Amaturá;BRA.4.2_1; 11.736 
13;Amazonas;1300086;Anamã;BRA.4.3_1; 13.956 
13;Amazonas;1300102;Anori;BRA.4.4_1; 21.477 
13;Amazonas;1300144;Apuí;BRA.4.5_1; 22.359 
13;Amazonas;1300201;Atalaia do Norte;BRA.4.6_1; 20.398 
13;Amazonas;1300300;Autazes;BRA.4.7_1; 40.290 
13;Amazonas;1300409;Barcelos;BRA.4.8_1; 27.638 
13;Amazonas;1300508;Barreirinha;BRA.4.9_1; 32.483 
13;Amazonas;1300607;Benjamin Constant;BRA.4.10_1; 43.935 
13;Amazonas;1300631;Beruri;BRA.4.11_1; 20.093 
13;Amazonas;1300680;Boa Vista do Ramos;BRA.4.12_1; 19.626 
13;Amazonas;1300706;Boca do Acre;BRA.4.13_1; 34.635 
13;Amazonas;1300805;Borba;BRA.4.14_1; 41.748 
13;Amazonas;1300839;Caapiranga;BRA.4.15_1; 13.283 
13;Amazonas;1300904;Canutama;BRA.4.16_1; 15.807 
13;Amazonas;1301001;Carauari;BRA.4.17_1; 28.508 
13;Amazonas;1301100;Careiro;BRA.4.19_1; 38.348 
13;Amazonas;1301159;Careiro da Várzea;BRA.4.18_1; 30.846 
13;Amazonas;1301209;Coari;BRA.4.20_1; 85.910 
13;Amazonas;1301308;Codajás;BRA.4.21_1; 29.168 
13;Amazonas;1301407;Eirunepé;BRA.4.22_1; 35.700 
13;Amazonas;1301506;Envira;BRA.4.23_1; 20.393 
13;Amazonas;1301605;Fonte Boa;BRA.4.24_1; 17.005 
13;Amazonas;1301654;Guajará;BRA.4.25_1; 16.937 
13;Amazonas;1301704;Humaitá;BRA.4.26_1; 56.144 
13;Amazonas;1301803;Ipixuna;BRA.4.27_1; 30.436 
13;Amazonas;1301852;Iranduba;BRA.4.28_1; 49.011 
13;Amazonas;1301902;Itacoatiara;BRA.4.29_1; 102.701 
13;Amazonas;1301951;Itamarati;BRA.4.30_1; 7.814 
13;Amazonas;1302603;Manaus;BRA.4.39_1; 2.219.580 
13;Amazonas;1302108;Japurá;BRA.4.31_1; 2.251 
13;Amazonas;1302207;Juruá;BRA.4.32_1; 15.106 
13;Amazonas;1302306;Jutaí;BRA.4.33_1; 13.886 
13;Amazonas;1302405;Lábrea;BRA.4.34_1; 46.882 
13;Amazonas;1302504;Manacapuru;BRA.4.35_1; 98.502 
13;Amazonas;1302553;Manaquiri;BRA.4.36_1; 33.049 
33;Rio de Janeiro;3302858;Mesquita;#N/A; 176.569 
13;Amazonas;1302702;Manicoré;BRA.4.37_1; 56.583 
13;Amazonas;1302801;Maraã;BRA.4.38_1; 18.261 
13;Amazonas;1302900;Maués;#N/A; 65.040 
13;Amazonas;1303007;Nhamundá;BRA.4.40_1; 21.443 
13;Amazonas;1303106;Nova Olinda do Norte;BRA.4.41_1; 38.026 
13;Amazonas;1303205;Novo Airão;BRA.4.42_1; 19.928 
13;Amazonas;1303304;Novo Aripuanã;BRA.4.43_1; 26.046 
13;Amazonas;1303403;Parintins;BRA.4.44_1; 115.363 
13;Amazonas;1303502;Pauini;BRA.4.45_1; 19.522 
13;Amazonas;1303536;Presidente Figueiredo;BRA.4.46_1; 37.193 
13;Amazonas;1303569;Rio Preto da Eva;BRA.4.47_1; 34.106 
13;Amazonas;1303601;Santa Isabel do Rio Negro;BRA.4.48_1; 25.865 
13;Amazonas;1303700;Santo Antônio do Içá;BRA.4.49_1; 21.243 
13;Amazonas;1303809;São Gabriel da Cachoeira;BRA.4.50_1; 46.303 
13;Amazonas;1303908;São Paulo de Olivença;BRA.4.51_1; 40.073 
13;Amazonas;1303957;São Sebastião do Uatumã;BRA.4.52_1; 14.352 
13;Amazonas;1304005;Silves;BRA.4.53_1; 9.230 
13;Amazonas;1304062;Tabatinga;BRA.4.54_1; 67.182 
13;Amazonas;1304104;Tapauá;BRA.4.55_1; 17.015 
13;Amazonas;1304203;Tefé;BRA.4.56_1; 59.547 
13;Amazonas;1304237;Tonantins;BRA.4.57_1; 18.897 
13;Amazonas;1304260;Uarini;BRA.4.58_1; 13.690 
13;Amazonas;1304302;Urucará;BRA.4.59_1; 16.130 
13;Amazonas;1304401;Urucurituba;BRA.4.60_1; 23.585 
14;Roraima;1400050;Alto Alegre;BRA.23.1_1; 15.380 
14;Roraima;1400027;Amajari;BRA.23.2_1; 13.185 
14;Roraima;1400100;Boa Vista;BRA.23.3_1; 419.652 
14;Roraima;1400159;Bonfim;BRA.23.4_1; 12.557 
14;Roraima;1400175;Cantá;BRA.23.5_1; 18.799 
14;Roraima;1400209;Caracaraí;BRA.23.6_1; 22.283 
14;Roraima;1400233;Caroebe;BRA.23.7_1; 10.383 
14;Roraima;1400282;Iracema;BRA.23.8_1; 12.296 
14;Roraima;1400308;Mucajaí;BRA.23.9_1; 18.172 
14;Roraima;1400407;Normandia;BRA.23.10_1; 11.532 
14;Roraima;1400456;Pacaraima;BRA.23.11_1; 18.913 
14;Roraima;1400472;Rorainópolis;BRA.23.12_1; 30.782 
14;Roraima;1400506;São João da Baliza;BRA.23.13_1; 8.348 
14;Roraima;1400605;São Luiz;BRA.23.14_1; 8.110 
14;Roraima;1400704;Uiramutã;BRA.23.15_1; 10.789 
15;Pará;1500107;Abaetetuba;BRA.14.1_1; 159.080 
15;Pará;1500131;Abel Figueiredo;BRA.14.2_1; 7.486 
15;Pará;1500206;Acará;BRA.14.3_1; 55.669 
15;Pará;1500305;Afuá;BRA.14.4_1; 39.567 
15;Pará;1500347;Água Azul do Norte;BRA.14.5_1; 27.615 
15;Pará;1500404;Alenquer;BRA.14.6_1; 57.092 
15;Pará;1500503;Almeirim;BRA.14.7_1; 34.076 
15;Pará;1500602;Altamira;BRA.14.8_1; 115.969 
15;Pará;1500701;Anajás;BRA.14.9_1; 29.688 
15;Pará;1500800;Ananindeua;BRA.14.10_1; 535.547 
15;Pará;1500859;Anapu;BRA.14.11_1; 28.607 
15;Pará;1500909;Augusto Corrêa;BRA.14.12_1; 46.471 
15;Pará;1500958;Aurora do Pará;BRA.14.13_1; 31.773 
15;Pará;1501006;Aveiro;BRA.14.14_1; 16.404 
15;Pará;1501105;Bagre;BRA.14.15_1; 31.325 
15;Pará;1501204;Baião;BRA.14.16_1; 48.459 
15;Pará;1501253;Bannach;BRA.14.17_1; 3.262 
15;Pará;1501303;Barcarena;BRA.14.18_1; 127.027 
15;Pará;1501402;Belém;BRA.14.19_1; 1.499.641 
15;Pará;1501451;Belterra;BRA.14.20_1; 17.839 
15;Pará;1501501;Benevides;BRA.14.21_1; 63.768 
15;Pará;1501576;Bom Jesus do Tocantins;BRA.14.22_1; 17.118 
15;Pará;1501600;Bonito;BRA.14.23_1; 16.530 
15;Pará;1501709;Bragança;BRA.14.24_1; 128.914 
15;Pará;1501725;Brasil Novo;BRA.14.25_1; 14.983 
15;Pará;1501758;Brejo Grande do Araguaia;BRA.14.26_1; 7.368 
15;Pará;1501782;Breu Branco;BRA.14.27_1; 67.332 
15;Pará;1501808;Breves;BRA.14.28_1; 103.497 
15;Pará;1501907;Bujaru;BRA.14.29_1; 29.427 
15;Pará;1502004;Cachoeira do Arari;BRA.14.30_1; 24.064 
15;Pará;1501956;Cachoeira do Piriá;BRA.14.31_1; 34.609 
15;Pará;1502103;Cametá;BRA.14.32_1; 139.364 
15;Pará;1502152;Canaã dos Carajás;BRA.14.33_1; 38.103 
15;Pará;1502202;Capanema;BRA.14.34_1; 69.431 
15;Pará;1502301;Capitão Poço;BRA.14.35_1; 54.425 
15;Pará;1502400;Castanhal;BRA.14.36_1; 203.251 
15;Pará;1502509;Chaves;BRA.14.37_1; 23.948 
15;Pará;1502608;Colares;BRA.14.38_1; 12.131 
15;Pará;1502707;Conceição do Araguaia;BRA.14.39_1; 47.991 
15;Pará;1502756;Concórdia do Pará;BRA.14.40_1; 33.781 
15;Pará;1502764;Cumaru do Norte;BRA.14.41_1; 13.761 
15;Pará;1502772;Curionópolis;BRA.14.42_1; 17.846 
15;Pará;1502806;Curralinho;BRA.14.43_1; 34.994 
15;Pará;1502855;Curuá;BRA.14.44_1; 14.587 
15;Pará;1502905;Curuçá;BRA.14.45_1; 40.584 
15;Pará;1502939;Dom Eliseu;BRA.14.46_1; 60.469 
15;Pará;1502954;Eldorado do Carajás;BRA.14.47_1; 33.940 
15;Pará;1503002;Faro;BRA.14.48_1; 7.070 
15;Pará;1503044;Floresta do Araguaia;BRA.14.49_1; 20.525 
15;Pará;1503077;Garrafão do Norte;BRA.14.50_1; 26.111 
15;Pará;1503093;Goianésia do Pará;BRA.14.51_1; 41.081 
15;Pará;1503101;Gurupá;BRA.14.52_1; 33.755 
15;Pará;1503200;Igarapé-Açu;BRA.14.53_1; 39.023 
15;Pará;1503309;Igarapé-Miri;BRA.14.54_1; 63.036 
15;Pará;1503408;Inhangapi;BRA.14.55_1; 11.861 
15;Pará;1503457;Ipixuna do Pará;BRA.14.56_1; 65.625 
15;Pará;1503507;Irituia;BRA.14.57_1; 32.595 
15;Pará;1503606;Itaituba;BRA.14.58_1; 101.395 
15;Pará;1503705;Itupiranga;BRA.14.59_1; 53.355 
15;Pará;1503754;Jacareacanga;BRA.14.60_1; 7.590 
15;Pará;1503804;Jacundá;BRA.14.61_1; 59.842 
15;Pará;1503903;Juruti;BRA.14.62_1; 58.960 
15;Pará;1504000;Limoeiro do Ajuru;BRA.14.63_1; 29.282 
15;Pará;1504059;Mãe do Rio;BRA.14.69_1; 30.235 
15;Pará;1504109;Magalhães Barata;BRA.14.64_1; 8.573 
15;Pará;1504208;Marabá;BRA.14.65_1; 283.542 
15;Pará;1504307;Maracanã;BRA.14.66_1; 29.516 
15;Pará;1504406;Marapanim;BRA.14.67_1; 28.450 
15;Pará;1504422;Marituba;BRA.14.68_1; 133.685 
15;Pará;1504455;Medicilândia;BRA.14.70_1; 31.975 
15;Pará;1504505;Melgaço;BRA.14.71_1; 27.890 
15;Pará;1504604;Mocajuba;BRA.14.73_1; 31.530 
15;Pará;1504703;Moju;BRA.14.74_1; 83.182 
51;Mato Grosso;5107925;Sorriso;#N/A; 92.769 
15;Pará;1504802;Monte Alegre;BRA.14.75_1; 58.162 
15;Pará;1504901;Muaná;BRA.14.76_1; 40.906 
15;Pará;1504950;Nova Esperança do Piriá;BRA.14.77_1; 21.444 
15;Pará;1504976;Nova Ipixuna;BRA.14.78_1; 16.854 
15;Pará;1505007;Nova Timboteua;BRA.14.79_1; 15.506 
15;Pará;1505031;Novo Progresso;BRA.14.80_1; 25.766 
15;Pará;1505064;Novo Repartimento;BRA.14.81_1; 77.214 
15;Pará;1505106;Óbidos;BRA.14.82_1; 52.306 
15;Pará;1505205;Oeiras do Pará;BRA.14.83_1; 32.850 
15;Pará;1505304;Oriximiná;BRA.14.84_1; 74.016 
15;Pará;1505403;Ourém;BRA.14.85_1; 17.961 
15;Pará;1505437;Ourilândia do Norte;BRA.14.86_1; 33.335 
15;Pará;1505486;Pacajá;BRA.14.87_1; 48.414 
15;Pará;1505494;Palestina do Pará;BRA.14.88_1; 7.582 
15;Pará;1505502;Paragominas;BRA.14.89_1; 114.503 
15;Pará;1505536;Parauapebas;BRA.14.90_1; 213.576 
15;Pará;1505551;Pau D'Arco;BRA.14.91_1; 5.410 
15;Pará;1505601;Peixe-Boi;BRA.14.92_1; 8.081 
15;Pará;1505635;Piçarra;BRA.14.93_1; 12.979 
15;Pará;1505650;Placas;BRA.14.94_1; 31.659 
15;Pará;1505700;Ponta de Pedras;BRA.14.95_1; 31.549 
15;Pará;1505809;Portel;BRA.14.96_1; 62.945 
15;Pará;1505908;Porto de Moz;BRA.14.97_1; 41.801 
15;Pará;1506005;Prainha;BRA.14.98_1; 29.846 
15;Pará;1506104;Primavera;BRA.14.99_1; 10.857 
15;Pará;1506112;Quatipuru;BRA.14.100_1; 13.702 
15;Pará;1506138;Redenção;BRA.14.101_1; 85.563 
15;Pará;1506161;Rio Maria;BRA.14.102_1; 18.201 
15;Pará;1506187;Rondon do Pará;BRA.14.103_1; 52.803 
15;Pará;1506195;Rurópolis;BRA.14.104_1; 51.500 
15;Pará;1506203;Salinópolis;BRA.14.105_1; 40.922 
15;Pará;1506302;Salvaterra;BRA.14.106_1; 24.075 
15;Pará;1506351;Santa Bárbara do Pará;BRA.14.107_1; 21.449 
15;Pará;1506401;Santa Cruz do Arari;BRA.14.108_1; 10.314 
15;Pará;1506500;Santa Izabel do Pará;BRA.14.109_1; 71.837 
15;Pará;1506559;Santa Luzia do Pará;BRA.14.110_1; 19.843 
15;Pará;1506583;Santa Maria das Barreiras;BRA.14.111_1; 21.850 
15;Pará;1506609;Santa Maria do Pará;BRA.14.112_1; 24.995 
15;Pará;1506708;Santana do Araguaia;BRA.14.113_1; 74.419 
15;Pará;1506807;Santarém;BRA.14.115_1; 306.480 
15;Pará;1506906;Santarém Novo;BRA.14.114_1; 6.753 
15;Pará;1507003;Santo Antônio do Tauá;BRA.14.116_1; 31.918 
15;Pará;1507102;São Caetano de Odivelas;BRA.14.117_1; 18.129 
15;Pará;1507151;São Domingos do Araguaia;BRA.14.118_1; 25.753 
15;Pará;1507201;São Domingos do Capim;BRA.14.119_1; 32.139 
15;Pará;1507300;São Félix do Xingu;BRA.14.120_1; 132.138 
15;Pará;1507409;São Francisco do Pará;BRA.14.121_1; 15.930 
15;Pará;1507458;São Geraldo do Araguaia;BRA.14.122_1; 24.705 
15;Pará;1507466;São João da Ponta;BRA.14.123_1; 6.217 
15;Pará;1507474;São João de Pirabas;BRA.14.124_1; 23.244 
15;Pará;1507508;São João do Araguaia;BRA.14.125_1; 14.051 
15;Pará;1507607;São Miguel do Guamá;BRA.14.126_1; 59.632 
15;Pará;1507706;São Sebastião da Boa Vista;BRA.14.127_1; 26.974 
15;Pará;1507755;Sapucaia;BRA.14.128_1; 6.009 
15;Pará;1507805;Senador José Porfírio;BRA.14.129_1; 11.480 
15;Pará;1507904;Soure;BRA.14.130_1; 25.565 
15;Pará;1507953;Tailândia;BRA.14.131_1; 108.969 
15;Pará;1507961;Terra Alta;BRA.14.132_1; 11.847 
15;Pará;1507979;Terra Santa;BRA.14.133_1; 18.917 
15;Pará;1508001;Tomé-Açu;BRA.14.134_1; 64.030 
15;Pará;1508035;Tracuateua;BRA.14.135_1; 31.257 
15;Pará;1508050;Trairão;BRA.14.136_1; 19.168 
15;Pará;1508084;Tucumã;BRA.14.137_1; 40.136 
15;Pará;1508100;Tucuruí;BRA.14.138_1; 115.144 
15;Pará;1508126;Ulianópolis;BRA.14.139_1; 60.761 
15;Pará;1508159;Uruará;BRA.14.140_1; 45.435 
15;Pará;1508209;Vigia;BRA.14.141_1; 54.172 
15;Pará;1508308;Viseu;BRA.14.142_1; 61.751 
15;Pará;1508357;Vitória do Xingu;BRA.14.143_1; 15.279 
15;Pará;1508407;Xinguara;BRA.14.144_1; 45.086 
16;Amapá;1600105;Amapá;BRA.3.1_1; 9.187 
16;Amapá;1600204;Calçoene;BRA.3.2_1; 11.306 
16;Amapá;1600212;Cutias;BRA.3.3_1; 6.101 
16;Amapá;1600238;Ferreira Gomes;BRA.3.4_1; 7.967 
16;Amapá;1600253;Itaubal;BRA.3.5_1; 5.617 
16;Amapá;1600279;Laranjal do Jari;BRA.3.6_1; 51.362 
16;Amapá;1600303;Macapá;BRA.3.7_1; 512.902 
16;Amapá;1600402;Mazagão;BRA.3.8_1; 22.053 
16;Amapá;1600501;Oiapoque;BRA.3.9_1; 27.906 
16;Amapá;1600154;Pedra Branca do Amapari;BRA.3.10_1; 17.067 
16;Amapá;1600535;Porto Grande;BRA.3.11_1; 22.452 
16;Amapá;1600550;Pracuúba;BRA.3.12_1; 5.246 
16;Amapá;1600600;Santana;BRA.3.13_1; 123.096 
16;Amapá;1600055;Serra do Navio;BRA.3.14_1; 5.488 
16;Amapá;1600709;Tartarugalzinho;BRA.3.15_1; 17.769 
16;Amapá;1600808;Vitória do Jari;BRA.3.16_1; 16.254 
17;Tocantins;1700251;Abreulândia;BRA.27.1_1; 2.594 
17;Tocantins;1700301;Aguiarnópolis;BRA.27.2_1; 6.892 
17;Tocantins;1700350;Aliança do Tocantins;BRA.27.3_1; 5.346 
17;Tocantins;1700400;Almas;BRA.27.4_1; 6.979 
17;Tocantins;1700707;Alvorada;BRA.27.5_1; 8.396 
17;Tocantins;1701002;Ananás;BRA.27.6_1; 9.492 
17;Tocantins;1701051;Angico;BRA.27.7_1; 3.454 
17;Tocantins;1701101;Aparecida do Rio Negro;BRA.27.8_1; 4.848 
17;Tocantins;1701309;Aragominas;BRA.27.9_1; 5.731 
17;Tocantins;1701903;Araguacema;BRA.27.10_1; 7.155 
17;Tocantins;1702000;Araguaçu;BRA.27.11_1; 8.467 
17;Tocantins;1702109;Araguaína;BRA.27.12_1; 183.381 
17;Tocantins;1702158;Araguanã;BRA.27.13_1; 5.793 
17;Tocantins;1702208;Araguatins;BRA.27.14_1; 36.170 
17;Tocantins;1702307;Arapoema;BRA.27.15_1; 6.616 
17;Tocantins;1702406;Arraias;BRA.27.16_1; 10.534 
17;Tocantins;1702554;Augustinópolis;BRA.27.17_1; 18.643 
17;Tocantins;1702703;Aurora do Tocantins;BRA.27.18_1; 3.783 
17;Tocantins;1702901;Axixá do Tocantins;BRA.27.19_1; 9.787 
17;Tocantins;1703008;Babaçulândia;BRA.27.20_1; 10.666 
17;Tocantins;1703057;Bandeirantes do Tocantins;BRA.27.21_1; 3.592 
17;Tocantins;1703073;Barra do Ouro;BRA.27.22_1; 4.632 
17;Tocantins;1703107;Barrolândia;BRA.27.23_1; 5.651 
17;Tocantins;1703206;Bernardo Sayão;BRA.27.24_1; 4.448 
17;Tocantins;1703305;Bom Jesus do Tocantins;BRA.27.25_1; 5.008 
17;Tocantins;1703602;Brasilândia do Tocantins;BRA.27.26_1; 2.211 
17;Tocantins;1703701;Brejinho de Nazaré;BRA.27.27_1; 5.519 
17;Tocantins;1703800;Buriti do Tocantins;BRA.27.28_1; 11.497 
17;Tocantins;1703826;Cachoeirinha;BRA.27.29_1; 2.284 
17;Tocantins;1703842;Campos Lindos;BRA.27.30_1; 10.312 
17;Tocantins;1703867;Cariri do Tocantins;BRA.27.31_1; 4.441 
17;Tocantins;1703883;Carmolândia;BRA.27.32_1; 2.603 
17;Tocantins;1703891;Carrasco Bonito;BRA.27.33_1; 4.130 
17;Tocantins;1703909;Caseara;BRA.27.34_1; 5.442 
17;Tocantins;1704105;Centenário;BRA.27.35_1; 2.936 
17;Tocantins;1705102;Chapada da Natividade;BRA.27.36_1; 3.331 
17;Tocantins;1704600;Chapada de Areia;BRA.27.37_1; 1.410 
17;Tocantins;1705508;Colinas do Tocantins;BRA.27.38_1; 35.851 
17;Tocantins;1716703;Colméia;BRA.27.39_1; 8.141 
17;Tocantins;1705557;Combinado;BRA.27.40_1; 4.861 
17;Tocantins;1705607;Conceição do Tocantins;BRA.27.41_1; 4.087 
17;Tocantins;1706001;Couto Magalhães;BRA.27.42_1; 5.639 
17;Tocantins;1706100;Cristalândia;BRA.27.43_1; 7.278 
17;Tocantins;1706258;Crixás do Tocantins;BRA.27.44_1; 1.735 
17;Tocantins;1706506;Darcinópolis;BRA.27.45_1; 6.174 
17;Tocantins;1707009;Dianópolis;BRA.27.46_1; 22.424 
17;Tocantins;1707108;Divinópolis do Tocantins;BRA.27.47_1; 6.943 
29;Bahia;2919553;Luís Eduardo Magalhães;#N/A; 90.162 
17;Tocantins;1707306;Dueré;BRA.27.48_1; 4.686 
17;Tocantins;1707405;Esperantina;BRA.27.49_1; 11.139 
17;Tocantins;1707553;Fátima;BRA.27.50_1; 3.830 
17;Tocantins;1707652;Figueirópolis;BRA.27.51_1; 5.243 
17;Tocantins;1707702;Filadélfia;BRA.27.52_1; 8.874 
17;Tocantins;1708205;Formoso do Araguaia;BRA.27.53_1; 18.399 
17;Tocantins;1708304;Goianorte;BRA.27.55_1; 5.130 
17;Tocantins;1709005;Goiatins;BRA.27.56_1; 13.095 
41;Paraná;4113205;Lapa;#N/A; 48.410 
17;Tocantins;1709500;Gurupi;BRA.27.57_1; 87.545 
17;Tocantins;1709807;Ipueiras;BRA.27.58_1; 2.052 
17;Tocantins;1710508;Itacajá;BRA.27.59_1; 7.452 
17;Tocantins;1710706;Itaguatins;BRA.27.60_1; 5.832 
17;Tocantins;1710904;Itapiratins;BRA.27.61_1; 3.795 
17;Tocantins;1711100;Itaporã do Tocantins;BRA.27.62_1; 2.420 
17;Tocantins;1711506;Jaú do Tocantins;BRA.27.63_1; 3.878 
17;Tocantins;1711803;Juarina;BRA.27.64_1; 2.184 
17;Tocantins;1711902;Lagoa da Confusão;BRA.27.65_1; 13.676 
17;Tocantins;1711951;Lagoa do Tocantins;BRA.27.66_1; 4.393 
17;Tocantins;1712009;Lajeado;BRA.27.67_1; 3.167 
17;Tocantins;1712157;Lavandeira;BRA.27.68_1; 1.954 
17;Tocantins;1712405;Lizarda;BRA.27.69_1; 3.733 
17;Tocantins;1712454;Luzinópolis;BRA.27.70_1; 3.154 
17;Tocantins;1712504;Marianópolis do Tocantins;BRA.27.71_1; 5.254 
17;Tocantins;1712702;Mateiros;BRA.27.72_1; 2.729 
17;Tocantins;1712801;Maurilândia do Tocantins;BRA.27.73_1; 3.448 
17;Tocantins;1713205;Miracema do Tocantins;BRA.27.74_1; 17.936 
17;Tocantins;1713304;Miranorte;BRA.27.75_1; 13.493 
17;Tocantins;1713601;Monte do Carmo;BRA.27.76_1; 8.066 
17;Tocantins;1713700;Monte Santo do Tocantins;BRA.27.77_1; 2.295 
17;Tocantins;1713957;Muricilândia;BRA.27.79_1; 3.587 
17;Tocantins;1714203;Natividade;BRA.27.80_1; 9.250 
17;Tocantins;1714302;Nazaré;BRA.27.81_1; 3.834 
17;Tocantins;1714880;Nova Olinda;BRA.27.82_1; 11.917 
17;Tocantins;1715002;Nova Rosalândia;BRA.27.83_1; 4.304 
17;Tocantins;1715101;Novo Acordo;BRA.27.84_1; 4.397 
17;Tocantins;1715150;Novo Alegre;BRA.27.85_1; 2.332 
17;Tocantins;1715259;Novo Jardim;BRA.27.86_1; 2.745 
17;Tocantins;1715507;Oliveira de Fátima;BRA.27.87_1; 1.118 
17;Tocantins;1721000;Palmas;BRA.27.88_1; 306.296 
